epoch,test_loss
1,0.6825144852766093
2,0.7429161044527344
3,0.766568775299627
4,0.7782363679657116
5,0.7851416779109454
6,0.7929994444003492
7,0.7992697833161362
8,0.8021271529486467
9,0.8047464084451147
10,0.811334232875625
