epoch,test_loss
1,0.8572902611318358
2,0.8713389951583459
3,0.8867370426224304
4,0.8936423525676641
5,0.8979284070164298
6,0.8981665211524724
7,0.9038812604174935
8,0.905151202476387
9,0.9081673148662592
10,0.9122946265576634
