epoch,test_loss
1,0.6510834193189936
2,0.6908484800380983
3,0.706087784744821
4,0.7197396618779268
5,0.7289467418049052
6,0.7380744503532026
7,0.7448210175410747
8,0.7509326136994999
9,0.7462497023573299
10,0.7633145487737122
